ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,ADM4_PCODE,ADM4_EN,T_TL_2009,T_TL_2010,T_TL_2011,T_TL_2012,T_TL_2013,T_TL_2014,T_TL_2015,T_TL_2016,T_TL_2017,T_TL
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171014,Mahatsinjo II,576,592,608,625,642,659,677,695,714,733
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171015,Sahakondro,2355,2420,2487,2555,2624,2695,2768,2843,2920,2999
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214172,Marokibo,MG25214172001,Marokibo,984,1011,1039,1067,1097,1126,1157,1188,1220,1253
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214172,Marokibo,MG25214172002,Vohimary II,772,793,815,837,860,884,907,932,957,983
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214172,Marokibo,MG25214172003,Vasia,874,898,923,948,974,1000,1027,1055,1084,1113
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214172,Marokibo,MG25214172004,Ambanato,1268,1303,1339,1376,1413,1451,1490,1531,1572,1614
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214172,Marokibo,MG25214172005,Manarivo,429,441,453,465,478,491,504,518,532,546
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214172,Marokibo,MG25214172006,Karinarivo,1507,1549,1591,1635,1679,1725,1771,1819,1868,1919
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214190,Ranomena,MG25214190001,Ranomena,2823,2901,2981,3062,3146,3231,3318,3408,3500,3594
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214190,Ranomena,MG25214190002,Lalangy,971,998,1025,1053,1082,1111,1141,1172,1204,1236
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214190,Ranomena,MG25214190003,Beroroha,3748,3851,3957,4066,4177,4290,4406,4525,4647,4772
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214190,Ranomena,MG25214190004,Ambalateny,2708,2783,2859,2938,3018,3099,3183,3269,3357,3448
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214190,Ranomena,MG25214190005,Tanambao Matirano,1901,1953,2007,2062,2118,2176,2235,2295,2357,2420
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214190,Ranomena,MG25214190006,Matavay,2420,2487,2555,2625,2697,2770,2845,2921,3000,3081
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214190,Ranomena,MG25214190007,Hazomena,689,708,727,747,768,789,810,832,854,877
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214190,Ranomena,MG25214190008,Vohitrapanefy,629,646,664,682,701,720,739,759,780,801
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214211,Ambongo,MG25214211001,Ambongo,982,1009,1037,1065,1094,1124,1154,1185,1217,1250
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214211,Ambongo,MG25214211002,Anapotatra,1476,1517,1558,1601,1645,1689,1735,1782,1830,1879
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214211,Ambongo,MG25214211003,Mahamany,1444,1484,1525,1566,1609,1653,1697,1743,1790,1839
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214211,Ambongo,MG25214211004,Tsahalana,965,992,1019,1047,1075,1104,1134,1165,1196,1229
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214211,Ambongo,MG25214211005,Ambalakondro,1906,1959,2012,2068,2124,2182,2240,2301,2363,2427
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214211,Ambongo,MG25214211006,Mahatsara,1912,1965,2019,2074,2131,2188,2247,2308,2370,2434
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214211,Ambongo,MG25214211007,Mandrosoa,1939,1993,2047,2103,2161,2219,2279,2341,2404,2469
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214212,Ambatolava,MG25214212001,Ambatolava,1330,1367,1404,1443,1482,1522,1563,1606,1649,1693
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214212,Ambatolava,MG25214212002,Morafeno,562,578,593,610,626,643,661,678,697,716
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214212,Ambatolava,MG25214212003,Tsaralera,1286,1321,1358,1395,1433,1472,1512,1552,1594,1637
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214212,Ambatolava,MG25214212004,Imambe,986,1013,1041,1070,1099,1129,1159,1190,1222,1255
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214212,Ambatolava,MG25214212005,Manararoba,590,606,623,640,657,675,694,712,731,751
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230001,Iara,2856,2935,3016,3098,3183,3269,3357,3448,3541,3636
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230002,Lovaela,959,985,1013,1040,1069,1098,1127,1158,1189,1221
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230003,Mahabo,1079,1109,1139,1171,1202,1235,1268,1303,1338,1374
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230004,Amboloabo,969,996,1023,1051,1080,1109,1139,1170,1201,1234
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230005,Ampefivato,1163,1195,1228,1262,1296,1331,1367,1404,1442,1481
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230006,Befotaky,996,1023,1052,1080,1110,1140,1171,1202,1235,1268
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230007,Tsararano,752,773,794,816,838,861,884,908,932,957
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230008,Beretry,947,973,1000,1027,1055,1084,1113,1143,1174,1206
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230009,Ambohipeno,956,982,1009,1037,1065,1094,1124,1154,1185,1217
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230010,Fenoarivo II,945,971,998,1025,1053,1082,1111,1141,1172,1203
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214230,Iara,MG25214230011,Vohibola,907,932,958,984,1011,1038,1066,1095,1124,1155
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214251,Bevata,MG25214251001,Bevata,3774,3878,3985,4094,4206,4320,4436,4556,4679,4805
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214251,Bevata,MG25214251002,Amboangimamy,728,748,769,790,811,833,856,879,903,927
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214251,Bevata,MG25214251003,Mahabo,967,994,1021,1049,1078,1107,1137,1167,1199,1231
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214251,Bevata,MG25214251004,Voronabo,1211,1244,1279,1314,1349,1386,1423,1462,1501,1542
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214251,Bevata,MG25214251005,Manambaro,847,870,894,919,944,969,996,1022,1050,1078
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214251,Bevata,MG25214251006,Mahaly,2075,2132,2191,2251,2312,2375,2439,2505,2573,2642
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214252,Karimbary,MG25214252001,Karimbary,2479,2547,2617,2689,2762,2837,2914,2993,3073,3156
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214252,Karimbary,MG25214252002,Anezandava,512,526,541,555,571,586,602,618,635,652
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214252,Karimbary,MG25214252003,Anandretry,871,895,920,945,971,997,1024,1051,1080,1109
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214252,Karimbary,MG25214252004,Mahafasa,1027,1055,1084,1114,1144,1175,1207,1240,1273,1308
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214252,Karimbary,MG25214252005,Ranomena,920,945,971,998,1025,1053,1081,1111,1141,1171
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214270,Manambondro,MG25214270001,Manambondro Central,3256,3346,3438,3532,3628,3727,3827,3931,4037,4146
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214270,Manambondro,MG25214270002,Kidilanitra,652,670,688,707,727,746,766,787,808,830
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214270,Manambondro,MG25214270003,Mahabe,1250,1285,1320,1356,1393,1431,1469,1509,1550,1592
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214270,Manambondro,MG25214270004,Vohilava,540,555,570,586,602,618,635,652,669,688
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214270,Manambondro,MG25214270005,Vohindava,1228,1262,1297,1332,1368,1406,1443,1482,1522,1564
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214270,Manambondro,MG25214270006,Matsinjoriaky,1504,1546,1588,1632,1676,1721,1768,1816,1865,1915
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214270,Manambondro,MG25214270007,Ambanihampy,631,648,666,685,703,722,742,762,782,803
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214270,Manambondro,MG25214270008,Ambatovanda,435,447,459,472,485,498,511,525,539,554
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214290,Fenoambany,MG25214290001,Fenoambany,1876,1928,1981,2035,2090,2147,2205,2265,2326,2389
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214290,Fenoambany,MG25214290002,Lavay,924,950,976,1002,1030,1058,1086,1115,1146,1176
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214290,Fenoambany,MG25214290003,Befeno,1030,1058,1088,1117,1148,1179,1211,1243,1277,1311
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214290,Fenoambany,MG25214290004,Ambatosarotra,1818,1868,1920,1972,2026,2081,2137,2195,2254,2315
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214290,Fenoambany,MG25214290005,Isatra,958,984,1012,1039,1068,1096,1126,1156,1188,1220
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214290,Fenoambany,MG25214290006,Somisiky,903,928,953,980,1006,1034,1061,1090,1120,1150
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214290,Fenoambany,MG25214290007,Ankazomasy,931,957,983,1010,1037,1066,1094,1124,1154,1185
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214311,Isahara,MG25214311001,Isahara,1077,1107,1137,1168,1200,1233,1266,1300,1335,1371
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214311,Isahara,MG25214311002,Ambalasavoa,917,942,968,995,1022,1050,1078,1107,1137,1168
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214311,Isahara,MG25214311003,Marosalala,905,930,956,982,1008,1036,1064,1093,1122,1152
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214311,Isahara,MG25214311004,Anezandava,1308,1344,1381,1419,1458,1497,1537,1579,1622,1665
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214311,Isahara,MG25214311005,Tanambao,346,356,365,375,386,396,407,418,429,441
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214311,Isahara,MG25214311006,Ampasitsiriry,952,978,1005,1033,1061,1090,1119,1149,1180,1212
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214311,Isahara,MG25214311007,Andrarezo,894,919,944,970,996,1023,1051,1079,1108,1138
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214312,Vohimalaza,MG25214312001,Vohimalaza,1871,1923,1976,2030,2085,2141,2199,2259,2320,2382
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214312,Vohimalaza,MG25214312002,Bezavo,1680,1726,1774,1822,1872,1923,1975,2028,2083,2139
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214312,Vohimalaza,MG25214312003,Saharoanga,1307,1343,1380,1418,1456,1496,1536,1578,1620,1664
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214312,Vohimalaza,MG25214312004,Sarilasy,1959,2013,2068,2125,2183,2242,2303,2365,2429,2494
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214312,Vohimalaza,MG25214312005,Mahasoa,713,733,753,773,795,816,838,861,884,908
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214312,Vohimalaza,MG25214312006,Nosoa,2086,2144,2203,2263,2325,2388,2452,2518,2586,2656
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214312,Vohimalaza,MG25214312007,Ambia,760,781,802,824,847,870,893,917,942,968
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214313,Vatanato,MG25214313001,Marindonaky,2410,2477,2545,2614,2686,2758,2833,2909,2988,3069
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214313,Vatanato,MG25214313002,Tsararano,1419,1458,1498,1539,1581,1624,1668,1713,1759,1807
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214313,Vatanato,MG25214313003,Iabolaly,725,745,766,786,808,830,852,875,899,923
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214313,Vatanato,MG25214313004,Fenoarivo,2065,2122,2180,2240,2301,2363,2427,2493,2560,2629
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214313,Vatanato,MG25214313005,Ambalafoly,892,917,942,968,994,1021,1049,1077,1106,1136
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214331,Amparihy Est,MG25214331001,Amparihy Est,927,953,979,1006,1033,1061,1090,1119,1149,1180
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214331,Amparihy Est,MG25214331002,Andemobe,1318,1354,1392,1430,1469,1509,1549,1591,1634,1678
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214331,Amparihy Est,MG25214331003,Sahafata,652,670,688,707,727,746,766,787,808,830
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214331,Amparihy Est,MG25214331004,Ambalarano,934,960,986,1013,1041,1069,1098,1128,1158,1189
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214331,Amparihy Est,MG25214331005,Amboangy,570,586,602,618,635,652,670,688,707,726
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214331,Amparihy Est,MG25214331006,Mavorano,1049,1078,1108,1138,1169,1201,1233,1266,1301,1336
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214331,Amparihy Est,MG25214331007,Amboatsila,822,845,868,892,916,941,966,992,1019,1047
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214332,Sandravinany,MG25214332001,Sandravinany I,811,833,856,880,904,928,953,979,1005,1033
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214332,Sandravinany,MG25214332002,Mahavoriky,412,423,435,447,459,472,484,497,511,525
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214332,Sandravinany,MG25214332003,Befasy,913,938,964,990,1017,1045,1073,1102,1132,1162
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214332,Sandravinany,MG25214332004,Tsihary,563,579,594,611,627,644,662,680,698,717
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214332,Sandravinany,MG25214332005,Sandravinany II,1059,1088,1118,1149,1180,1212,1245,1278,1313,1348
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214332,Sandravinany,MG25214332006,Fenoarivo,743,764,785,806,828,850,873,897,921,946
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011001,Nosifeno,2575,2646,2719,2793,2869,2947,3027,3109,3192,3279
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011002,Bekofafa,521,535,550,565,581,596,612,629,646,663
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011003,Nanarena,817,840,863,886,910,935,960,986,1013,1040
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011004,Milahila,868,892,916,942,967,993,1020,1048,1076,1105
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011005,Ambonihasy,928,954,980,1007,1034,1062,1091,1120,1151,1182
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011006,Manombo,809,831,854,878,901,926,951,977,1003,1030
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011007,Beharena I,844,867,891,916,941,966,992,1019,1046,1075
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011008,Ankarinoro,846,869,893,918,943,968,994,1021,1049,1077
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011009,Morondava,1188,1221,1254,1289,1324,1360,1396,1434,1473,1513
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011010,Vohimanoro,773,794,816,839,861,885,909,933,958,984
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215011,Nosifeno,MG25215011011,Maroangaty,935,961,987,1014,1042,1070,1099,1129,1159,1190
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215012,Ankazovelo,MG25215012001,Ankazovelo,1079,1109,1139,1171,1202,1235,1268,1303,1338,1374
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215012,Ankazovelo,MG25215012002,Manatotsokora,559,574,590,606,623,640,657,675,693,712
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215012,Ankazovelo,MG25215012003,Voanana,952,978,1005,1033,1061,1090,1119,1149,1180,1212
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215012,Ankazovelo,MG25215012004,Ankazomanga,857,881,905,930,955,981,1007,1035,1062,1091
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215012,Ankazovelo,MG25215012005,Ambasohihy,495,509,523,537,552,567,582,598,614,630
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215012,Ankazovelo,MG25215012006,Telorano,493,507,521,535,549,564,579,595,611,628
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215012,Ankazovelo,MG25215012007,Bemahala,738,758,779,801,822,845,867,891,915,940
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215012,Ankazovelo,MG25215012008,Mahazoarivo Atsimo,450,462,475,488,501,515,529,543,558,573
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215031,Andranolalina,MG25215031001,Andranolalina,1348,1385,1423,1462,1502,1543,1585,1627,1671,1716
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215031,Andranolalina,MG25215031002,Antanandava,668,686,705,725,744,765,785,806,828,851
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215031,Andranolalina,MG25215031003,Ampatranila,1563,1606,1650,1696,1742,1789,1837,1887,1938,1990
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215031,Andranolalina,MG25215031004,Ambararata,1595,1639,1684,1730,1777,1826,1875,1925,1977,2031
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215031,Andranolalina,MG25215031005,Haramanga,749,770,791,813,835,857,880,904,929,954
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215031,Andranolalina,MG25215031006,Mahasoa Analatelo,785,807,829,852,875,898,923,948,973,1000
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215031,Andranolalina,MG25215031007,Ampatramary,608,625,642,660,678,696,715,734,754,774
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215032,Maliorano,MG25215032001,Zaraha,712,732,752,772,793,815,837,860,883,907
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215032,Maliorano,MG25215032002,Mikaiky,668,686,705,725,744,765,785,806,828,851
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215032,Maliorano,MG25215032003,Sahanety,383,394,404,415,427,438,450,462,475,488
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215032,Maliorano,MG25215032004,Mahabe,969,996,1023,1051,1080,1109,1139,1170,1201,1234
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215032,Maliorano,MG25215032005,Marovovo,881,905,930,956,982,1008,1036,1064,1092,1122
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215032,Maliorano,MG25215032006,Tsararano,897,922,947,973,1000,1027,1054,1083,1112,1142
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215032,Maliorano,MG25215032007,Ambodisahy,417,429,440,452,465,477,490,503,517,531
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215032,Maliorano,MG25215032008,Ankalatany,349,359,368,379,389,399,410,421,433,444
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215032,Maliorano,MG25215032009,Beharenade,458,471,484,497,510,524,538,553,568,583
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215032,Maliorano,MG25215032010,Bevao,493,507,521,535,549,564,579,595,611,628
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215051,Ivondro,MG25215051001,Lavaraty,990,1017,1045,1074,1103,1133,1164,1195,1227,1261
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215051,Ivondro,MG25215051002,Mahazoarivo,417,429,440,452,465,477,490,503,517,531
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215051,Ivondro,MG25215051003,Benonoky,458,471,484,497,510,524,538,553,568,583
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215051,Ivondro,MG25215051004,Sahatsoro,965,992,1019,1047,1075,1104,1134,1165,1196,1229
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215051,Ivondro,MG25215051005,Marozano,755,776,797,819,841,864,887,911,936,961
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215051,Ivondro,MG25215051006,Ankarinoro,1203,1236,1270,1305,1341,1377,1414,1452,1491,1532
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215051,Ivondro,MG25215051007,Analaiva,1178,1211,1244,1278,1313,1348,1385,1422,1460,1500
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215051,Ivondro,MG25215051008,Ampasy,556,571,587,603,620,636,654,671,689,708
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215052,Soakibany,MG25215052001,Soakibany,1142,1174,1206,1239,1273,1307,1342,1379,1416,1454
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215052,Soakibany,MG25215052002,Mahasoa Ikiro,1145,1177,1209,1242,1276,1311,1346,1382,1420,1458
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215052,Soakibany,MG25215052003,Bearahotra,883,907,932,958,984,1011,1038,1066,1095,1124
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215052,Soakibany,MG25215052004,Ambodijoho,895,920,945,971,997,1024,1052,1080,1110,1140
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215052,Soakibany,MG25215052005,Antaramihery,839,862,886,910,935,960,986,1013,1040,1068
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215052,Soakibany,MG25215052006,Amboangy,949,975,1002,1029,1058,1086,1116,1146,1177,1208
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,MG25215052,Soakibany,MG25215052007,Fasikendry,1336,1373,1411,1449,1489,1529,1570,1613,1656,1701
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,MG25217011,Vondrozo,MG25217011001,Vondrozo,3038,3122,3208,3296,3385,3477,3571,3667,3766,3868
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,MG25217011,Vondrozo,MG25217011002,Analavaky,614,631,648,666,684,703,722,741,761,782
