ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,ADM4_PCODE,ADM4_EN,T_TL_2009,T_TL_2010,T_TL_2011,T_TL_2012,T_TL_2013,T_TL_2014,T_TL_2015,T_TL_2016,T_TL_2017,T_TL
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213570,Vohilengo,MG25213570012,Kazoaraka,925,951,977,1003,1031,1059,1087,1117,1147,1178
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213570,Vohilengo,MG25213570013,Betaikaomby,730,750,771,792,813,836,858,881,905,929
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213590,Marovandrika,MG25213590001,Marovandrika,1583,1627,1671,1717,1764,1812,1861,1911,1963,2016
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213590,Marovandrika,MG25213590002,Ambalarano,893,918,943,969,995,1022,1050,1078,1107,1137
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213590,Marovandrika,MG25213590003,Amborolava,1875,1927,1980,2034,2089,2146,2204,2263,2325,2387
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213590,Marovandrika,MG25213590004,Etsingilo,964,991,1018,1046,1074,1103,1133,1164,1195,1227
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213590,Marovandrika,MG25213590005,Vohimanitra,975,1002,1029,1058,1086,1116,1146,1177,1209,1241
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213590,Marovandrika,MG25213590006,Ambatomalama,904,929,955,981,1007,1035,1063,1091,1121,1151
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213590,Marovandrika,MG25213590007,Firifiry,1385,1423,1462,1502,1543,1585,1628,1672,1717,1763
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213590,Marovandrika,MG25213590008,Manambodala,1153,1185,1217,1251,1285,1320,1355,1392,1429,1468
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213590,Marovandrika,MG25213590009,Haramy,841,864,888,912,937,963,989,1015,1043,1071
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010001,Vangaindrano Be,3287,3378,3471,3566,3663,3762,3864,3968,4075,4185
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010002,Nanasana,1552,1595,1639,1684,1729,1776,1824,1874,1924,1976
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010003,Sahafero,1948,2002,2057,2113,2171,2230,2290,2352,2415,2480
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010004,Manombo,2421,2488,2556,2626,2698,2771,2846,2923,3002,3083
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010005,Ampahatelo,3244,3334,3425,3519,3615,3713,3813,3916,4022,4130
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010006,Vohitrarivo,1681,1727,1775,1824,1873,1924,1976,2029,2084,2140
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010007,Morafeno,1463,1503,1545,1587,1630,1674,1720,1766,1814,1863
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010008,Ampasy,2477,2545,2615,2687,2760,2835,2912,2990,3071,3154
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010009,Manasoa,3710,3812,3917,4025,4134,4246,4361,4479,4600,4724
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010010,Tsipanga II,1311,1347,1384,1422,1461,1501,1541,1583,1625,1669
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010011,Betoafo,2151,2210,2271,2333,2397,2462,2528,2597,2667,2739
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010012,Tanimena,1343,1380,1418,1457,1497,1537,1579,1621,1665,1710
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010013,Tanibe,725,745,766,786,808,830,852,875,899,923
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010014,Mahabe,1111,1142,1173,1205,1238,1272,1306,1341,1377,1415
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214010,Vangaindrano,MG25214010015,Taratasy,1963,2017,2073,2129,2187,2247,2307,2370,2434,2499
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031001,Ampasimalemy,1406,1445,1485,1525,1567,1609,1653,1697,1743,1790
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031002,Ampivangoa,967,994,1021,1049,1078,1107,1137,1167,1199,1231
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031003,Ampasindava,1393,1431,1471,1511,1552,1594,1637,1682,1727,1774
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031004,Iabomary,1983,2038,2094,2151,2210,2270,2331,2394,2458,2525
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031005,Vapaky,901,926,951,977,1004,1031,1059,1088,1117,1147
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031006,Fenoarivo,581,597,613,630,647,665,683,701,720,740
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031007,Ambalaoraky,987,1014,1042,1071,1100,1130,1160,1191,1224,1257
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031008,Tsararano,596,612,629,647,664,682,701,719,739,759
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031009,Amboazokibo,1898,1950,2004,2059,2115,2172,2231,2291,2353,2417
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031010,Vohilava,1735,1783,1832,1882,1933,1986,2039,2094,2151,2209
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031011,Ditona,1372,1410,1449,1488,1529,1570,1613,1656,1701,1747
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031012,Mariany,947,973,1000,1027,1055,1084,1113,1143,1174,1206
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214031,Ampasimalemy,MG25214031013,Vohibamitsa,746,767,788,809,831,854,877,901,925,950
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214032,Tsianofana,MG25214032001,Tsianofana,2908,2988,3070,3155,3240,3328,3418,3511,3605,3703
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214032,Tsianofana,MG25214032002,Tatamo,978,1005,1033,1061,1090,1119,1150,1181,1213,1245
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214032,Tsianofana,MG25214032003,Vohitsoa,1982,2037,2093,2150,2209,2268,2330,2393,2457,2524
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214032,Tsianofana,MG25214032004,Vohipanany,979,1006,1034,1062,1091,1121,1151,1182,1214,1247
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214032,Tsianofana,MG25214032005,Sahavia,1972,2026,2082,2139,2197,2257,2318,2381,2445,2511
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214033,Bekaraoky,MG25214033001,Bekaraoky,1919,1972,2026,2082,2138,2196,2256,2317,2379,2443
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214033,Bekaraoky,MG25214033002,Analatsaka,1893,1945,1999,2054,2109,2167,2225,2285,2347,2410
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214050,Tsiately,MG25214050001,Tsiately,1735,1783,1832,1882,1933,1986,2039,2094,2151,2209
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214050,Tsiately,MG25214050002,Tsararano,2335,2399,2465,2533,2602,2673,2745,2819,2895,2973
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214050,Tsiately,MG25214050003,Mahamany,772,793,815,837,860,884,907,932,957,983
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214050,Tsiately,MG25214050004,Andranovato,993,1020,1048,1077,1107,1137,1167,1199,1231,1264
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214050,Tsiately,MG25214050005,Anapatra,1594,1638,1683,1729,1776,1824,1874,1924,1976,2030
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214050,Tsiately,MG25214050006,Anambotaka II,2680,2754,2830,2907,2986,3067,3150,3235,3323,3412
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214050,Tsiately,MG25214050007,Editsaky,1426,1465,1506,1547,1589,1632,1676,1721,1768,1816
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214070,Soamanova,MG25214070001,Mahela,754,775,796,818,840,863,886,910,935,960
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214070,Soamanova,MG25214070002,Maronosy,1620,1665,1711,1757,1805,1854,1904,1956,2008,2063
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214070,Soamanova,MG25214070003,Mavogisy,1240,1274,1309,1345,1382,1419,1458,1497,1537,1579
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214070,Soamanova,MG25214070004,Sanasemba,2045,2101,2159,2218,2279,2341,2404,2469,2535,2604
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214070,Soamanova,MG25214070005,Madioandro,1620,1665,1711,1757,1805,1854,1904,1956,2008,2063
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214070,Soamanova,MG25214070006,Maroroka,2166,2226,2287,2350,2414,2479,2546,2615,2685,2758
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214070,Soamanova,MG25214070007,Eteny,2515,2584,2656,2728,2803,2879,2956,3036,3118,3202
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091001,Lopary,2859,2938,3019,3101,3186,3272,3361,3451,3545,3640
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091002,Amboangibe,942,968,995,1022,1050,1078,1107,1137,1168,1199
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091003,Manasity,592,608,625,642,660,678,696,715,734,754
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091004,Mahazoarivo,994,1021,1050,1078,1108,1138,1168,1200,1232,1266
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091005,Betsiraha,900,925,950,976,1003,1030,1058,1086,1116,1146
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091006,Soarano,542,557,572,588,604,620,637,654,672,690
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091007,Iabomora,1923,1976,2030,2086,2143,2201,2260,2321,2384,2448
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091008,Anarabe,492,506,519,534,548,563,578,594,610,626
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091009,Soatsirana,1502,1543,1586,1629,1674,1719,1766,1813,1862,1912
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091010,Maroangaty,911,936,962,988,1015,1043,1071,1100,1129,1160
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091011,Marolambo,743,764,785,806,828,850,873,897,921,946
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091012,Mahabe I,866,890,914,939,965,991,1018,1045,1074,1103
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091013,Morafeno,1147,1179,1211,1244,1278,1313,1348,1385,1422,1460
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091014,Miarinarivo,601,618,635,652,670,688,706,726,745,765
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214091,Lopary,MG25214091015,Anandrotry I,350,360,370,380,390,401,411,423,434,446
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214092,Bema,MG25214092001,Bema,1451,1491,1532,1574,1617,1661,1706,1752,1799,1847
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214092,Bema,MG25214092002,Ambohimary,1275,1310,1346,1383,1421,1459,1499,1539,1581,1623
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214092,Bema,MG25214092003,Anakoho,614,631,648,666,684,703,722,741,761,782
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214092,Bema,MG25214092004,Ambalavolo,1947,2001,2056,2112,2170,2228,2289,2350,2414,2479
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214092,Bema,MG25214092005,Sarianala,501,515,529,543,558,573,589,605,621,638
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214092,Bema,MG25214092006,Anandrotry II,945,971,998,1025,1053,1082,1111,1141,1172,1203
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111001,Vohitrambo,2236,2298,2361,2426,2492,2559,2628,2699,2772,2847
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111002,Fitary,911,936,962,988,1015,1043,1071,1100,1129,1160
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111003,Ambatomiraviravy,1685,1732,1779,1828,1878,1929,1981,2034,2089,2145
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111004,Manilo,1374,1412,1451,1491,1531,1573,1615,1659,1703,1749
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111005,Morabe,1469,1510,1551,1594,1637,1681,1727,1773,1821,1870
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111006,Ambohimary I,1489,1530,1572,1615,1659,1704,1750,1798,1846,1896
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111007,Vohitraomby,2306,2370,2435,2502,2570,2639,2711,2784,2859,2936
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111008,Fonilaza,1938,1991,2046,2102,2160,2218,2278,2340,2403,2468
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111009,Menagnaranavony,990,1017,1045,1074,1103,1133,1164,1195,1227,1261
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111010,Sahavoangy,1387,1425,1464,1505,1546,1587,1630,1674,1720,1766
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214111,Vohitrambo,MG25214111011,Tsamoro,1501,1542,1585,1628,1673,1718,1764,1812,1861,1911
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214112,Anilobe,MG25214112001,Anilobe,2332,2396,2462,2530,2599,2669,2741,2815,2891,2969
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214112,Anilobe,MG25214112002,Ambohimahasoa,979,1006,1034,1062,1091,1121,1151,1182,1214,1247
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214112,Anilobe,MG25214112003,Rorobe,941,967,994,1021,1049,1077,1106,1136,1167,1198
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214112,Anilobe,MG25214112004,Miarinarivo,922,947,974,1000,1027,1055,1084,1113,1143,1174
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214112,Anilobe,MG25214112005,Vohimalaza,1621,1666,1712,1758,1806,1855,1905,1957,2010,2064
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214112,Anilobe,MG25214112006,Morarano,1556,1599,1643,1688,1734,1781,1829,1878,1929,1981
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214112,Anilobe,MG25214112007,Morafeno II,1262,1297,1333,1369,1406,1444,1483,1523,1565,1607
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214131,Lohafary,MG25214131001,Lohafary,1891,1943,1997,2051,2107,2164,2223,2283,2344,2408
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214131,Lohafary,MG25214131002,Ambalavandrika,1420,1459,1499,1540,1582,1625,1669,1714,1760,1808
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214131,Lohafary,MG25214131003,Fotsivavo Nord,501,515,529,543,558,573,589,605,621,638
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214131,Lohafary,MG25214131004,Vohimangidy,1858,1909,1962,2016,2070,2127,2184,2243,2304,2366
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214131,Lohafary,MG25214131005,Ambohipeno,995,1022,1051,1079,1109,1139,1170,1201,1234,1267
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214131,Lohafary,MG25214131006,Manambarivo,1888,1940,1993,2048,2104,2161,2219,2279,2341,2404
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214132,Ampataka,MG25214132001,Ampataka,2213,2274,2337,2401,2466,2533,2601,2672,2744,2818
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214132,Ampataka,MG25214132002,Vohibe,1540,1583,1626,1671,1716,1763,1810,1859,1909,1961
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214132,Ampataka,MG25214132003,Nosy Ambo,1717,1764,1813,1863,1913,1965,2018,2073,2129,2186
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214132,Ampataka,MG25214132004,Mahela II,915,940,966,993,1020,1047,1076,1105,1134,1165
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214132,Ampataka,MG25214132005,Ankarefo,975,1002,1029,1058,1086,1116,1146,1177,1209,1241
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214132,Ampataka,MG25214132006,Tanambao II,1894,1946,2000,2055,2111,2168,2226,2286,2348,2412
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151001,Matanga,2877,2956,3038,3121,3206,3293,3382,3473,3567,3663
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151002,Ambatomitio,701,720,740,760,781,802,824,846,869,893
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151003,Mandritsara,1741,1789,1838,1889,1940,1993,2046,2102,2158,2217
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151004,Bevalevy,427,439,451,463,476,489,502,515,529,544
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151005,Vohitrapaly,830,853,876,900,925,950,976,1002,1029,1057
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151006,Vohimary,640,658,676,694,713,733,752,773,793,815
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151007,Tavivola,851,874,899,923,948,974,1000,1027,1055,1084
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151008,Vohitsirika,767,788,810,832,855,878,902,926,951,977
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151009,Ambatsipaky,825,848,871,895,919,944,970,996,1023,1050
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151010,Ambalengo,806,828,851,874,898,923,947,973,999,1026
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151011,Marofototra,1878,1930,1983,2037,2093,2149,2207,2267,2328,2391
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151012,Mahavelo,1107,1138,1169,1201,1234,1267,1301,1336,1372,1409
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151013,Anezandava,827,850,873,897,922,947,972,998,1025,1053
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151014,Vohimena,1234,1268,1303,1339,1375,1412,1451,1490,1530,1571
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151015,Tanatana,927,953,979,1006,1033,1061,1090,1119,1149,1180
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214151,Matanga,MG25214151016,Fapira,949,975,1002,1029,1058,1086,1116,1146,1177,1208
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152001,Ankatafa,1452,1492,1533,1575,1618,1662,1707,1753,1800,1849
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152002,Antavimalahay,1869,1921,1973,2028,2083,2139,2197,2256,2317,2380
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152003,Manasara,1614,1659,1704,1751,1799,1847,1897,1948,2001,2055
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152004,Foromia,3570,3669,3769,3873,3978,4086,4196,4310,4426,4546
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152005,Nosy Omby,1494,1535,1577,1621,1665,1710,1756,1804,1852,1902
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152006,Antanamboro,554,569,585,601,617,634,651,669,687,705
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152007,Besavoa,1217,1251,1285,1320,1356,1393,1431,1469,1509,1550
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152008,Nosi Be,1505,1547,1589,1633,1677,1723,1769,1817,1866,1916
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152009,Behovitra,2014,2070,2127,2185,2244,2305,2367,2431,2497,2564
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152010,Vodivolo,913,938,964,990,1017,1045,1073,1102,1132,1162
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214152,Masianaka,MG25214152011,Mahatsinjo,1857,1908,1961,2014,2069,2125,2183,2242,2302,2364
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171001,Vohipaho,1233,1267,1302,1338,1374,1411,1449,1488,1529,1570
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171002,Menaretry,605,622,639,656,674,692,711,730,750,770
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171003,Volosy,667,685,704,724,743,763,784,805,827,849
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171004,Lavalanga,1518,1560,1603,1647,1692,1737,1784,1833,1882,1933
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171005,Manambotra,657,675,694,713,732,752,772,793,815,837
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171006,Volomborony,580,596,612,629,646,664,682,700,719,738
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171007,Anandria,194,199,205,210,216,222,228,234,241,247
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171008,Kaboky,917,942,968,995,1022,1050,1078,1107,1137,1168
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171009,Anezandava,1075,1105,1135,1166,1198,1230,1264,1298,1333,1369
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171010,Matsinjo I,968,995,1022,1050,1079,1108,1138,1169,1200,1233
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171011,Mahajanga,600,617,634,651,669,687,705,724,744,764
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171012,Vohidravy,947,973,1000,1027,1055,1084,1113,1143,1174,1206
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,MG25214171,Vohipaho,MG25214171013,Mahazoarivo,1187,1220,1253,1288,1323,1359,1395,1433,1472,1511
